group,subgroup,month,services
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Sep-17,740
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Oct-17,897
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Nov-17,"1,109"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Dec-17,839
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Jan-18,651
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Feb-18,781
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Mar-18,966
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Apr-18,794
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,May-18,918
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Jun-18,934
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Jul-18,937
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Aug-18,877
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Sep-18,865
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Oct-18,902
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Nov-18,929
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Dec-18,752
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Jan-19,627
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Feb-19,775
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Mar-19,909
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Apr-19,851
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,May-19,981
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Jun-19,"1,084"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Jul-19,904
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Aug-19,"1,117"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Sep-19,935
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Oct-19,"1,230"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Nov-19,"1,081"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Dec-19,"1,031"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Jan-20,891
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Feb-20,"1,124"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,1 Telehealth support service on behalf of a medical practitioner,Mar-20,"1,129"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Oct-11,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Nov-11,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Dec-11,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,May-12,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jun-12,-1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jul-12,10
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Aug-12,8
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Sep-12,5
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Oct-12,14
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Nov-12,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jan-13,12
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Feb-13,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Mar-13,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Apr-13,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,May-13,0
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jul-13,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Aug-13,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Oct-13,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Nov-13,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Feb-14,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Mar-14,7
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Apr-14,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,May-14,4
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jun-14,5
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jul-14,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Aug-14,10
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Sep-14,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Nov-14,3
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jan-15,4
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Feb-15,4
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Mar-15,8
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Apr-15,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jun-15,5
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jul-15,13
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Aug-15,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Sep-15,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Oct-15,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Nov-15,2
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Dec-15,3
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Feb-16,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Mar-16,4
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Apr-16,-1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,May-16,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jun-16,7
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jul-16,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Aug-16,3
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Sep-16,1
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Oct-16,3
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Nov-16,5
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Dec-16,48
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Jan-17,3
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,2 Telehealth support service on behalf of a medical practitioner at a RACF,Feb-17,1
